2002-12,2,0	
2003-01,2,3.31	
2003-03,1,73.7	
2008-12,1,0.9222222222222222222222222222	
2008-12,2,0	
2009-01,1,1.566666666666666666666666667	
2009-01,2,-0.04342105263157894736842105263	
2009-01,3,27.06	
2019-12,1,0.2709302325581395348837209302	
2019-12,2,-1.460465116279069767441860465	
2019-12,3,5.635	
2020-01,1,0.000004323758799008900766327674037	
2020-01,2,0.00001650113249217294190722975474	
2020-01,3,-0.0002532881686960236809179407367	
2020-01,4,0	
2020-01,5,18.3	
2020-02,1,0.000002188763187298203471675916847	
2020-02,2,0.000008564983803481799743987280999	
2020-02,3,0.0003054862842892768079800498753	
2020-02,4,0.0006773345024112231477422183253	
2020-03,1,0.000001718868242868845377397877741	
2020-03,2,0.000008606651438813538945780828206	
2020-03,3,0.0003989907880068063134424690489	
2020-03,4,0.001117780997723038708341958187	
2020-04,1,0.00009002891606710969031578786746	
2020-04,2,0.00008191784122394892181664859655	
2020-04,3,0.009037800687285223367697594502	
2020-04,4,0.005908761766835626357711803041	
2020-05,1,0.0001766358892011240465676435167	
2020-05,2,0.0002403187192748405489866408377	
2020-05,3,0.001600203200406400812801625603	
2020-05,4,0.007136258660508083140877598152	
2020-06,1,0.00004278008556017112034224068448	
2020-06,2,0.0001290330217994779489668479837	
2020-06,3,-0.001487130600571973307912297426	
2020-06,4,0.01353846153846153846153846154	
2020-06,5,1.15	
2020-07,1,0.00004745233891152888177443235394	
2020-07,2,0.00003721984663731374215951242001	
2020-07,3,0.005250036662267194603314268954	
2020-07,4,0.006630434782608695652173913043	
2020-08,1,0.00001616424124580789034680928863	
2020-08,2,0.00003067131848330330100065176552	
2020-08,3,0.003274233208230878736896596350	
2020-08,4,0.002694967803481993799189124732	
2020-08,5,38.2	
2020-09,1,0.00003054005557618904853743338241	
2020-09,2,0.00002709655990233584000792501537	
2020-09,3,0.0003864168618266978922716627635	
2020-09,4,0.001973840665873959571938168847	
2020-10,1,0.00001097093644656511122215374910	
2020-10,2,-0.00001857501634855890951931420022	
2020-10,3,-0.0008712081452713341030754697176	
2020-10,4,0.002515558467081559122174909925	
2020-11,1,0.000007466179642025402240428214119	
2020-11,2,0.00003511155769713855077759254607	
2020-11,3,-0.0008253250423968343697003957038	
2020-11,4,0	
2020-11,5,12.8	
2020-12,1,0.00001999281066606351655364333634	
2020-12,2,0.00001065246338215712383488681758	
2020-12,3,-0.005980479148181011535048802130	
2020-12,4,0.002321849929211892402076451156	
2021-01,1,5.383333333333333333333333333	
2021-01,2,-1.575	
2021-01,3,14.16	
2021-02,1,1.16	
2021-02,2,9.37	
2021-04,1,12.3	
2021-04,2,5.81	
2021-05,1,9.8	
2021-05,2,31.4	
2021-06,1,31.4	
